,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,webURL,numViolations,id,impact,tags,description,help,helpUrl,html,failureSummary,DOM
65,315,12,1,https://symbolic.com/,4,heading-order,moderate,"['cat.semantics', 'best-practice']",Ensures the order of headings is semantically correct,Heading levels should only increase by one,https://dequeuniversity.com/rules/axe/4.7/heading-order?application=playwright,[['<h3>Certificates Enabled</h3>']],[['Fix any of the following:\n  Heading order invalid']],11
66,316,13,2,https://symbolic.com/,4,list,serious,"['cat.structure', 'wcag2a', 'wcag131']",Ensures that lists are structured correctly,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements",https://dequeuniversity.com/rules/axe/4.7/list?application=playwright,[['<ol>']],"[['Fix all of the following:\n  List element has direct children that are not allowed: br, p']]",11
67,317,14,3,https://symbolic.com/,4,tabindex,serious,"['cat.keyboard', 'best-practice']",Ensures tabindex attribute values are not greater than 0,Elements should not have tabindex greater than zero,https://dequeuniversity.com/rules/axe/4.7/tabindex?application=playwright,"[['<input name=""input_1"" id=""input_1_1"" type=""text"" value="""" class=""large"" tabindex=""100"" aria-required=""true"" aria-invalid=""false"">', '<input name=""input_2"" id=""input_1_2"" type=""text"" value="""" class=""large"" tabindex=""101"" aria-required=""true"" aria-invalid=""false"">', '<input name=""input_3"" id=""input_1_3"" type=""text"" value="""" class=""large"" tabindex=""102"" aria-invalid=""false"">', '<textarea name=""input_4"" id=""input_1_4"" class=""textarea small"" tabindex=""103"" aria-invalid=""false"" rows=""10"" cols=""50""></textarea>', '<input type=""submit"" id=""gform_submit_button_1"" class=""gform_button button"" value=""Submit"" tabindex=""104"" onclick=""if(window[&quot;gf_submitting_1&quot;]){return false;}  window[&quot;gf_submitting_1&quot;]=true;  "" onkeypress=""if( event.keyCode == 13 ){ if(window[&quot;gf_submitting_1&quot;]){return false;} window[&quot;gf_submitting_1&quot;]=true;  jQuery(&quot;#gform_1&quot;).trigger(&quot;submit&quot;,[true]); }"">']]","[['Fix any of the following:\n  Element has a tabindex greater than 0', 'Fix any of the following:\n  Element has a tabindex greater than 0', 'Fix any of the following:\n  Element has a tabindex greater than 0', 'Fix any of the following:\n  Element has a tabindex greater than 0', 'Fix any of the following:\n  Element has a tabindex greater than 0']]",11
115,439,13,5,https://vimeo.com/,12,landmark-one-main,moderate,"['cat.semantics', 'best-practice']",Ensures the document has a main landmark,Document should have one main landmark,https://dequeuniversity.com/rules/axe/4.7/landmark-one-main?application=playwright,"[['<html lang=""en"">']]",[['Fix all of the following:\n  Document does not have a main landmark']],19
121,445,19,11,https://vimeo.com/,12,select-name,critical,"['cat.forms', 'wcag2a', 'wcag412', 'section508', 'section508.22.n', 'ACT', 'TTv5', 'TT5.c']",Ensures select element has an accessible name,Select element must have an accessible name,https://dequeuniversity.com/rules/axe/4.7/select-name?application=playwright,"[['<select class=""sc-1x8wc7t-0 bBrjxy""><option value=""en"">English</option><option value=""es"">Español</option><option value=""de-DE"">Deutsch</option><option value=""fr-FR"">Français</option><option value=""ja-JP"">日本語</option><option value=""pt-BR"">Português</option><option value=""ko-KR"">한국어</option></select>']]","[['Fix any of the following:\n  Form element does not have an implicit (wrapped) <label>\n  Form element does not have an explicit <label>\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",19
120,444,18,10,https://vimeo.com/,12,region,moderate,"['cat.keyboard', 'best-practice']",Ensures all page content is contained by landmarks,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.7/region?application=playwright,"[['<div class=""sc-hzs0cj-4 fTJEdV"">', '<div class=""sc-hzs0cj-12 jpuatW"">', '<div class=""sc-hzs0cj-14 daMcSM""><h4></h4><p>287 million creatives, entrepreneurs, and businesses trust Vimeo</p></div>', '<div class=""sc-s0vjco-7 hKhsKx"">Simple</div>', '<p class=""sc-s0vjco-8 fzZdpy"">Quickly create, edit, and share content regardless of your budget or expertise.</p>', '<div class=""sc-s0vjco-7 hKhsKx"">Cinematic</div>', '<p class=""sc-s0vjco-8 fzZdpy"">Stream and host for hundreds of thousands of viewers at 4k, 8k HDR, and with Dolby Vision.</p>', '<div class=""sc-s0vjco-7 hKhsKx"">Controlled</div>', '<p class=""sc-s0vjco-8 fzZdpy"">Customize your video player, manage security permissions, and find content quickly. </p>', '<div class=""sc-s0vjco-7 hKhsKx"">Automated</div>', '<p class=""sc-s0vjco-8 fzZdpy"">Automatically create chapters, apply your brand kit, and optimize for SEO. </p>', '<div class=""sc-1yfyf2z-6 esLKya"">', '<video preload=""metadata"" data-src=""https://player.vimeo.com/progressive_redirect/playback/839065615/rendition/720p/file.mp4?loc=external&amp;signature=8c3288532cad0b554c9592023bf5357260357df7f98fe63e4abf328eaadda535"" muted="""" loop="""" playsinline="""" autoplay="""" class=""sc-vo6134-1 cIJOJV""></video>', '<div class=""sc-1yfyf2z-6 esLKya"">', '<video preload=""metadata"" data-src=""https://player.vimeo.com/progressive_redirect/playback/844315862/rendition/540p/file.mp4?loc=external&amp;signature=a6e4be30e3da581247cec4abb4cdbefe1287c8d7a4a1084f9d76fdcee2dd8254"" muted="""" loop="""" playsinline="""" autoplay="""" class=""sc-vo6134-1 cIJOJV""></video>', '<div class=""sc-1yfyf2z-6 esLKya"">', '<video preload=""metadata"" data-src=""https://player.vimeo.com/progressive_redirect/playback/840626220/rendition/540p/file.mp4?loc=external&amp;signature=dff1e43b8723b0068d8f307d190fdbc2f4c1ba69b40d5d32b1d3bd4bd273907c"" muted="""" loop="""" playsinline="""" autoplay="""" class=""sc-vo6134-1 cIJOJV""></video>', '<div class=""builder-block builder-f61b555de7da4f9191aca4a56634142b builder-has-component css-0"" builder-id=""builder-f61b555de7da4f9191aca4a56634142b"">', '<header class=""sc-1ym846t-2 gsMFxH""><h6 class=""sc-1ym846t-0 eYWtuF"">Video experience platform</h6><h4 class=""sc-1ym846t-1 gLClFE"">Moving pictures that move the needle</h4></header>', '<p class=""sc-16eenqr-6 grrxIg"">Up the ROI on your video marketing strategy. Create high-performing videos that are easy to edit and repurpose for other platforms.</p>', '<div class=""builder-block builder-fc886a9963aa444e9d10fb9bcd8c53f3 builder-has-component css-19sgey4"" builder-id=""builder-fc886a9963aa444e9d10fb9bcd8c53f3"">', '<div class=""sc-1ymep96-0 hVDcqt""><h2 class=""sc-b8t6y8-1 sc-1ymep96-1 huxvLf btLnZC"">How clever people like you put Vimeo to work</h2></div>', '<div>', '<div class=""sc-1g142m8-3 fCXYWk"">', '<div class=""sc-1g142m8-12 ATVhG"">', '<div class=""sc-1g142m8-28 eKSGPu"">']]","[['Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks']]",19
116,440,14,6,https://vimeo.com/,12,landmark-unique,moderate,"['cat.semantics', 'best-practice']",Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,Ensures landmarks are unique,https://dequeuniversity.com/rules/axe/4.7/landmark-unique?application=playwright,"[['<header class=""sc-1ekvrxa-2 hKhOLf"">']]","[['Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable']]",19
119,443,17,9,https://vimeo.com/,12,nested-interactive,serious,"['cat.keyboard', 'wcag2a', 'wcag412', 'TTv5', 'TT6.a']",Ensures interactive controls are not nested as they are not always announced by screen readers or can cause focus problems for assistive technologies,Interactive controls must not be nested,https://dequeuniversity.com/rules/axe/4.7/nested-interactive?application=playwright,"[['<button format=""nav"" class=""sc-1ln0sw6-0 cmMSFw sc-1ekvrxa-18 hvsMAJ"">']]",[['Fix any of the following:\n  Element has focusable descendants']],19
118,442,16,8,https://vimeo.com/,12,list,serious,"['cat.structure', 'wcag2a', 'wcag131']",Ensures that lists are structured correctly,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements",https://dequeuniversity.com/rules/axe/4.7/list?application=playwright,"[['<ul class=""sc-1ovxvek-1 dqjmHt"" style=""transition: left 0.4s linear; left: 0px;"">']]",[['Fix all of the following:\n  List element has direct children that are not allowed: div']],19
117,441,15,7,https://vimeo.com/,12,link-name,serious,"['cat.name-role-value', 'wcag2a', 'wcag412', 'wcag244', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT6.a']",Ensures links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.7/link-name?application=playwright,"[['<a href=""/"" class=""sc-1ekvrxa-5 hWYBpO"">', '<a href=""https://www.instagram.com/vimeo/"" class=""sc-1g142m8-16 AGYfn"">', '<a href=""https://www.twitter.com/Vimeo/"" class=""sc-1g142m8-16 AGYfn"">', '<a href=""https://www.linkedin.com/company/vimeo/"" class=""sc-1g142m8-16 AGYfn"">', '<a href=""https://www.facebook.com/Vimeo/"" class=""sc-1g142m8-16 AGYfn"">']]","[['Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute']]",19
111,435,9,1,https://vimeo.com/,12,empty-heading,minor,"['cat.name-role-value', 'best-practice']",Ensures headings have discernible text,Headings should not be empty,https://dequeuniversity.com/rules/axe/4.7/empty-heading?application=playwright,"[['<h4></h4>', '<h5 class=""sc-1yfyf2z-9 jKosFG""></h5>', '<h5 class=""sc-1yfyf2z-9 jKosFG""></h5>', '<h5 class=""sc-1yfyf2z-9 jKosFG""></h5>', '<h6 class=""sc-1g142m8-7 iTDJdN""></h6>', '<h6 class=""sc-1g142m8-7 iTDJdN""></h6>']]","[['Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute']]",19
